date,planned_yuan,emergency_yuan,total_yuan,emergency_kwh,soc_start_kwh,soc_end_kwh
2025-02-01,19882.235813034313,0.0,19882.235813034313,0.0,10800.0,3758.4842307601975
2025-02-02,58324.97890417618,0.0,58324.97890417618,0.0,3758.4842307601975,3741.2732307407377
2025-02-03,55958.72294432166,0.0,55958.72294432166,0.0,3741.2732307407377,3579.39296981481
2025-02-04,56362.378311410626,82.54377559020865,56444.922087000836,13.904999823906792,3579.39296981481,3257.6027752834957
2025-02-05,56231.53648960884,0.0,56231.53648960884,0.0,3257.6027752834957,3559.341550104294
2025-02-06,57228.17548073692,0.0,57228.17548073692,0.0,3559.341550104294,3621.124169587043
2025-02-07,21618.631834262447,0.0,21618.631834262447,0.0,3621.124169587043,3253.4493972222203
2025-02-08,19591.222546802026,296.506530172843,19887.72907697487,48.50425816666825,3253.4493972222203,3017.3139883333324
2025-02-09,52840.848163540715,465.46006124585546,53306.30822478657,96.88624815833005,3017.3139883333324,2877.2570440740724
2025-02-10,53473.44385808415,0.0,53473.44385808415,0.0,2877.2570440740724,3020.240675185178
2025-02-11,52886.638696585724,369.9607486795594,53256.59944526528,76.67376190471884,3020.240675185178,3067.273546481482
2025-02-12,52537.860085270426,0.0,52537.860085270426,0.0,3067.273546481482,3127.8874193004126
2025-02-13,51900.422215990715,0.0,51900.422215990715,0.0,3127.8874193004126,3174.312109090074
2025-02-14,19043.778821458953,0.0,19043.778821458953,0.0,3174.312109090074,3077.066368379631
2025-02-15,18878.204262740463,54.061872969943096,18932.266135710404,13.92629391291682,3077.066368379631,2746.1285772980737
2025-02-16,50518.331370488726,165.7673351717215,50684.09870566045,26.341116717563295,2746.1285772980737,2984.9372016569237
2025-02-17,49649.53737212274,0.0,49649.53737212274,0.0,2984.9372016569237,3173.1421411213378
2025-02-18,49016.99402158972,22.163647500000014,49039.15766908972,4.87166666666667,3173.1421411213378,3359.078078555535
2025-02-19,49379.52541811819,26.209482708332523,49405.73490082652,5.984583333333148,3359.078078555535,2873.0319768952886
2025-02-20,49566.79479380732,180.9041989333331,49747.698992740654,38.62173333333328,2873.0319768952886,3143.666242078323
2025-02-21,18706.560059634787,0.0,18706.560059634787,0.0,3143.666242078323,3324.9310721536367
2025-02-22,18430.533641145063,0.0,18430.533641145063,0.0,3324.9310721536367,3222.2333579071133
2025-02-23,48690.472574450854,0.0,48690.472574450854,0.0,3222.2333579071133,3079.7567729934053
2025-02-24,47298.21363556777,384.37865792142543,47682.5922934892,86.38053293663567,3079.7567729934053,3056.9385238888863
2025-02-25,47999.81401566,103.28503312500004,48103.099048785,23.58375000000001,3056.9385238888863,3092.483373703701
2025-02-26,47679.12038674317,0.0,47679.12038674317,0.0,3092.483373703701,3335.523066481484
2025-02-27,46779.74718471474,142.56073139123797,46922.30791610598,28.88475967809502,3335.523066481484,3122.2832687058894
2025-02-28,17627.996624028114,0.0,17627.996624028114,0.0,3122.2832687058894,3198.480056648381
2025-03-01,17800.259232666154,0.0,17800.259232666154,0.0,3198.480056648381,3132.632885393228
2025-03-02,46569.8288964478,15560.291577081594,62130.120473529394,2315.1392211008797,3132.632885393228,2984.981843888889
