date,planned_yuan,emergency_yuan,total_yuan,emergency_kwh,soc_start_kwh,soc_end_kwh
2025-02-01,19796.878506657937,0.0,19796.878506657937,0.0,10800.0,3743.8536509796786
2025-02-02,58117.096756388244,0.0,58117.096756388244,0.0,3743.8536509796786,3724.8885694444443
2025-02-03,55780.76942365544,0.0,55780.76942365544,0.0,3724.8885694444443,3558.7424624897076
2025-02-04,56229.35169738349,130.06522493773144,56359.41692232122,21.678834168340426,3558.7424624897076,3255.74640851852
2025-02-05,56060.670697050664,0.0,56060.670697050664,0.0,3255.74640851852,3547.909075
2025-02-06,57000.61846428669,0.0,57000.61846428669,0.0,3547.909075,3609.828745659265
2025-02-07,21624.024193130514,0.0,21624.024193130514,0.0,3609.828745659265,3253.4297166369433
2025-02-08,19530.51283516318,266.32824670350936,19796.84108186669,43.56751950000154,3253.4297166369433,3014.3270989364028
2025-02-09,52803.88196281172,609.6129407237358,53413.49490353546,127.88738291871748,3014.3270989364028,2880.807679814816
2025-02-10,53365.821574915986,0.0,53365.821574915986,0.0,2880.807679814816,3003.1575201851797
2025-02-11,52859.95954758601,510.7322285333328,53370.69177611935,106.37559999999988,3003.1575201851797,3066.864247777778
2025-02-12,52439.7249398922,0.0,52439.7249398922,0.0,3066.864247777778,3089.8759098171017
2025-02-13,51849.35678360819,0.0,51849.35678360819,0.0,3089.8759098171017,3156.203528164147
2025-02-14,19031.21407995436,0.0,19031.21407995436,0.0,3156.203528164147,3055.6316835070857
2025-02-15,18819.56828948846,330.8944040072676,19150.462693495727,72.54433283333688,3055.6316835070857,2745.881214444444
2025-02-16,50410.69338960954,168.34066765899837,50579.03405726854,26.710000388331196,2745.881214444444,2984.5901826907416
2025-02-17,49399.73285932763,0.0,49399.73285932763,0.0,2984.5901826907416,3114.832481691705
2025-02-18,48999.69064768089,22.163647500000014,49021.854295180885,4.87166666666667,3114.832481691705,3372.217909000646
2025-02-19,49290.10744877662,26.209482708332523,49316.31693148495,5.984583333333148,3372.217909000646,2853.7921926188883
2025-02-20,49566.71134126397,180.9041989333331,49747.6155401973,38.62173333333328,2853.7921926188883,3143.22597280189
2025-02-21,18664.97826680916,0.0,18664.97826680916,0.0,3143.22597280189,3307.334897592593
2025-02-22,18390.803851094213,0.0,18390.803851094213,0.0,3307.334897592593,3197.875193422862
