date,planned_yuan,emergency_yuan,total_yuan,emergency_kwh,soc_start_kwh,soc_end_kwh
2025-02-01,19295.81742476068,0.0,19295.81742476068,0.0,10800.0,3807.062411659807
2025-02-02,57018.32499891301,0.0,57018.32499891301,0.0,3807.062411659807,3802.1831250251475
2025-02-03,55219.20098966387,0.0,55219.20098966387,0.0,3802.1831250251475,3546.5574573194135
2025-02-04,55842.79496148403,269.39941242735046,56112.194373911385,42.43455233333577,3546.5574573194135,3234.1621207962976
2025-02-05,55360.2936582409,0.0,55360.2936582409,0.0,3234.1621207962976,3564.2417401851853
2025-02-06,56339.71272663887,0.0,56339.71272663887,0.0,3564.2417401851853,3717.039636292488
2025-02-07,21160.770181325748,0.0,21160.770181325748,0.0,3717.039636292488,3253.092471666667
2025-02-08,19210.59532211357,982.2070024469957,20192.802324560565,160.6751189999993,3253.092471666667,3087.5296358436253
2025-02-09,52421.69245297357,3346.252987857574,55767.94544083114,552.6373679399949,3087.5296358436253,2971.7901333333334
2025-02-10,52974.88336939759,0.0,52974.88336939759,0.0,2971.7901333333334,3006.1023705555544
2025-02-11,52417.80565405274,249.33406893641728,52667.13972298916,50.5185024691353,3006.1023705555544,3097.061833333334
2025-02-12,51924.800310035,0.0,51924.800310035,0.0,3097.061833333334,3114.5513832481483
2025-02-13,51356.92851324762,0.0,51356.92851324762,0.0,3114.5513832481483,3140.0926790161034
2025-02-14,18547.93861903817,40.23283120484606,18588.171450243015,7.416873666669012,3140.0926790161034,2982.7553523001866
2025-02-15,18533.458685832033,557.1756209588486,19090.634306790882,121.11012928193686,2982.7553523001866,2836.593854074074
2025-02-16,49673.220083100736,1650.6883638084714,51323.908446909205,347.6290125308688,2836.593854074074,2997.1792161111116
2025-02-17,49048.48511985816,0.0,49048.48511985816,0.0,2997.1792161111116,3150.666639094652
2025-02-18,49008.27310074803,0.0,49008.27310074803,0.0,3150.666639094652,3354.5244166666644
2025-02-19,48526.88554044903,26.209482708332523,48553.095023157366,5.984583333333148,3354.5244166666644,2946.7584484037034
2025-02-20,48322.89211262989,0.0,48322.89211262989,0.0,2946.7584484037034,3148.717649629633
2025-02-21,17992.256562720897,0.0,17992.256562720897,0.0,3148.717649629633,3268.974205208781
2025-02-22,18007.197116262723,0.0,18007.197116262723,0.0,3268.974205208781,3200.3802600277622
2025-02-23,47630.61762192311,0.0,47630.61762192311,0.0,3200.3802600277622,3167.842629598848
2025-02-24,46377.572869568925,152.2885332541363,46529.86140282306,33.45694669316913,3167.842629598848,3023.628226111111
2025-02-25,47262.061374437544,0.0,47262.061374437544,0.0,3023.628226111111,3071.148529814818
2025-02-26,46985.41280792287,0.0,46985.41280792287,0.0,3071.148529814818,3381.867826449998
2025-02-27,46062.22486971096,0.0,46062.22486971096,0.0,3381.867826449998,3121.4268505555565
