date,planned_yuan,emergency_yuan,total_yuan,emergency_kwh,soc_start_kwh,soc_end_kwh
2025-02-01,19295.81742476068,0.0,19295.81742476068,0.0,10800.0,3807.062411659807
2025-02-02,57018.32499891301,0.0,57018.32499891301,0.0,3807.062411659807,3802.1831250251475
2025-02-03,55218.79390969571,0.0,55218.79390969571,0.0,3802.1831250251475,3547.09501035324
2025-02-04,55838.2030868949,269.3994124273393,56107.60249932224,42.43455233333418,3547.09501035324,3234.1621207962976
2025-02-05,55360.2936582409,0.0,55360.2936582409,0.0,3234.1621207962976,3564.2417401851853
2025-02-06,56339.67661893656,0.0,56339.67661893656,0.0,3564.2417401851853,3717.039636292488
2025-02-07,21160.770181325748,0.0,21160.770181325748,0.0,3717.039636292488,3253.092471666667
2025-02-08,19208.82851382076,982.2070024469957,20191.035516267755,160.6751189999993,3253.092471666667,3084.9479139648647
2025-02-09,52377.77531880744,3455.1070406362423,55832.88235944368,568.2414466066618,3084.9479139648647,2971.7901333333334
2025-02-10,52974.88336939759,0.0,52974.88336939759,0.0,2971.7901333333334,3006.1023705555544
2025-02-11,52328.50668501872,249.33406893641728,52577.84075395514,50.5185024691353,3006.1023705555544,3097.061833333334
2025-02-12,51923.3352810175,0.0,51923.3352810175,0.0,3097.061833333334,3114.5513832481483
2025-02-13,51356.92851324762,0.0,51356.92851324762,0.0,3114.5513832481483,3140.0926790161034
2025-02-14,18547.93861903817,40.23283120484606,18588.171450243015,7.416873666669012,3140.0926790161034,2982.7553523001866
2025-02-15,18533.458685832033,557.1756209588486,19090.634306790882,121.11012928193686,2982.7553523001866,2836.593854074074
2025-02-16,49673.187732150735,1650.9035345334719,51324.091266684205,347.6290125308688,2836.593854074074,2997.179216111111
2025-02-17,49048.48511985817,0.0,49048.48511985817,0.0,2997.179216111111,3150.666639094652
2025-02-18,48934.77322636366,0.0,48934.77322636366,0.0,3150.666639094652,3354.5244166666644
2025-02-19,48525.26066440737,26.209482708332523,48551.4701471157,5.984583333333148,3354.5244166666644,2946.7584484037034
2025-02-20,48322.89211262989,0.0,48322.89211262989,0.0,2946.7584484037034,3148.717649629633
2025-02-21,17992.256562720897,0.0,17992.256562720897,0.0,3148.717649629633,3268.974205208781
2025-02-22,18007.197116262723,0.0,18007.197116262723,0.0,3268.974205208781,3200.3802600277622
2025-02-23,47630.24711499704,0.0,47630.24711499704,0.0,3200.3802600277622,3168.4117379934296
2025-02-24,46376.81796003304,166.59312164581868,46543.41108167886,36.35525251662823,3168.4117379934296,3023.628226111111
2025-02-25,47225.396466167935,0.0,47225.396466167935,0.0,3023.628226111111,3071.148529814818
2025-02-26,46985.41280792287,0.0,46985.41280792287,0.0,3071.148529814818,3381.867826449998
2025-02-27,46026.88108609895,0.0,46026.88108609895,0.0,3381.867826449998,3121.4268505555565
