date,interval,price_yuan_per_kwh,load_kwh,pv_kwh,actual_net_kwh,planned_purchase_kwh,final_purchase_kwh,charge_kwh,discharge_kwh,soc_before_kwh,soc_after_kwh,emergency_kwh,spill_kwh,battery_action
2025-03-20,0:10-0:20,0.4248,549.8448166666667,0.0,549.8448166666667,1424.2430141666664,1424.2430141666664,833.3333333333333,0.0,2740.6781309222843,3490.6781309222843,0.0,41.06486416666644,充电吃盈余
2025-03-20,0:20-0:30,0.4245,570.3135,0.0,570.3135,1418.1865358333332,1418.1865358333332,833.3333333333333,0.0,3490.6781309222843,4240.678130922284,0.0,14.539702499999976,充电吃盈余
2025-03-20,0:30-0:40,0.4269,613.8516666666667,0.0,613.8516666666667,1418.059479583333,1418.059479583333,804.2078129166664,0.0,4240.678130922284,4964.465162547284,0.0,0.0,充电吃盈余
2025-03-20,0:40-0:50,0.4272,579.4561666666666,0.0,579.4561666666666,1429.6491374999998,1429.6491374999998,833.3333333333333,0.0,4964.465162547284,5714.465162547284,0.0,16.859637499999963,充电吃盈余
2025-03-20,0:50-1:00,0.4271,550.4449166666666,0.0,550.4449166666666,1431.3625108333333,1431.3625108333333,833.3333333333333,0.0,5714.465162547284,6464.465162547284,0.0,47.584260833333474,充电吃盈余
2025-03-20,1:00-1:10,0.4285,571.1566666666666,0.0,571.1566666666666,1423.2286245833332,1423.2286245833332,833.3333333333333,0.0,6464.465162547284,7214.465162547284,0.0,18.738624583333262,充电吃盈余
2025-03-20,1:10-1:20,0.4311,601.5890499999999,0.0,601.5890499999999,591.5785379166666,591.5785379166666,0.0,10.01051208333331,7214.465162547284,7203.34237134358,0.0,0.0,放电补缺口
2025-03-20,1:20-1:30,0.4302,611.48375,0.0,611.48375,1200.8115625863509,1200.8115625863509,589.3278125863509,0.0,7203.34237134358,7733.737402671296,0.0,0.0,充电吃盈余
2025-03-20,1:30-1:40,0.4279,598.2166666666667,0.0,598.2166666666667,1401.74212625,1401.74212625,803.5254595833333,0.0,7733.737402671296,8456.910316296297,0.0,0.0,充电吃盈余
2025-03-20,1:40-1:50,0.4312,583.9359499999999,0.0,583.9359499999999,577.3867929166666,577.3867929166666,0.0,6.549157083333284,8456.910316296297,8449.633475092593,0.0,0.0,放电补缺口
2025-03-20,1:50-2:00,0.4333,590.99505,0.0,590.99505,588.7676783333333,588.7676783333333,0.0,2.227371666666727,8449.633475092593,8447.158617685185,0.0,0.0,放电补缺口
2025-03-20,2:00-2:10,0.4311,598.4433333333333,0.0,598.4433333333333,593.0989583333333,593.0989583333333,0.0,5.344375000000014,8447.158617685185,8441.22042324074,0.0,0.0,放电补缺口
2025-03-20,2:10-2:20,0.4293,565.9836166666666,0.0,565.9836166666666,1412.6122237499999,1412.6122237499999,833.3333333333333,0.0,8441.22042324074,9191.22042324074,0.0,13.295273749999978,充电吃盈余
2025-03-20,2:20-2:30,0.4324,546.1207666666667,0.0,546.1207666666667,576.4837337499999,576.4837337499999,30.362967083333274,0.0,9191.22042324074,9218.54709361574,0.0,0.0,充电吃盈余
2025-03-20,2:30-2:40,0.4367,565.7133333333334,0.0,565.7133333333334,589.7649583333335,589.7649583333335,24.051625000000172,0.0,9218.54709361574,9240.19355611574,0.0,0.0,充电吃盈余
2025-03-20,2:40-2:50,0.4348,597.9265666666666,0.0,597.9265666666666,595.2393450000001,595.2393450000001,0.0,2.6872216666665736,9240.19355611574,9237.207754263889,0.0,0.0,放电补缺口
2025-03-20,2:50-3:00,0.4335,600.9544666666666,0.0,600.9544666666666,601.4688391666666,601.4688391666666,0.5143725000000359,0.0,9237.207754263889,9237.670689513889,0.0,0.0,充电吃盈余
2025-03-20,3:00-3:10,0.4357,587.1316666666667,0.0,587.1316666666667,608.2178333333333,608.2178333333333,21.0861666666666,0.0,9237.670689513889,9256.648239513888,0.0,0.0,充电吃盈余
2025-03-20,3:10-3:20,0.4374,605.2103,0.0,605.2103,588.8197783333334,588.8197783333334,0.0,16.390521666666586,9256.648239513888,9238.436548773148,0.0,0.0,放电补缺口
2025-03-20,3:20-3:30,0.4371,621.8923833333333,0.0,621.8923833333333,580.4693349999999,580.4693349999999,0.0,41.42304833333344,9238.436548773148,9192.41093951389,0.0,0.0,放电补缺口
2025-03-20,3:30-3:40,0.4356,620.1683333333333,0.0,620.1683333333333,594.65943,594.65943,0.0,25.50890333333325,9192.41093951389,9164.067713587963,0.0,0.0,放电补缺口
2025-03-20,3:40-3:50,0.4353,616.6230833333333,0.0,616.6230833333333,617.0901633333333,617.0901633333333,0.46708000000000993,0.0,9164.067713587963,9164.488085587964,0.0,0.0,充电吃盈余
2025-03-20,3:50-4:00,0.436,612.4637499999999,0.0,612.4637499999999,611.26132,611.26132,0.0,1.2024299999999357,9164.488085587964,9163.15205225463,0.0,0.0,放电补缺口
2025-03-20,4:00-4:10,0.4378,603.93,0.0,603.93,597.9337499999999,597.9337499999999,0.0,5.996250000000032,9163.15205225463,9156.48955225463,0.0,0.0,放电补缺口
2025-03-20,4:10-4:20,0.4401,589.79495,0.00031666666666666665,589.7946333333333,618.07186,618.07186,28.277226666666706,0.0,9156.48955225463,9181.93905625463,0.0,0.0,充电吃盈余
2025-03-20,4:20-4:30,0.4389,581.4640499999999,0.0,581.4640499999999,621.9436566666665,621.9436566666665,40.47960666666654,0.0,9181.93905625463,9218.37070225463,0.0,0.0,充电吃盈余
2025-03-20,4:30-4:40,0.4364,585.585,0.0,585.585,603.318075,603.318075,17.733074999999985,0.0,9218.37070225463,9234.33046975463,0.0,0.0,充电吃盈余
2025-03-20,4:40-4:50,0.4393,599.72965,0.004516666666666666,599.7251333333334,610.7749162499999,610.7749162499999,11.049782916666572,0.0,9234.33046975463,9244.27527437963,0.0,0.0,充电吃盈余
2025-03-20,4:50-5:00,0.4422,616.7393166666666,0.0,616.7393166666666,622.6541333333333,622.6541333333333,5.914816666666752,0.0,9244.27527437963,9249.598609379631,0.0,0.0,充电吃盈余
2025-03-20,5:00-5:10,0.4395,625.595,0.0,625.595,621.1555750000001,621.1555750000001,0.0,4.439424999999915,9249.598609379631,9244.665914935187,0.0,0.0,放电补缺口
2025-03-20,5:10-5:20,0.4333,619.49685,0.06293333333333333,619.4339166666666,609.2747766666666,609.2747766666666,0.0,10.15913999999998,9244.665914935187,9233.377981601854,0.0,0.0,放电补缺口
2025-03-20,5:20-5:30,0.4439,617.8444,0.0,617.8444,611.14062,611.14062,0.0,6.703779999999938,9233.377981601854,9225.92933715741,0.0,0.0,放电补缺口
