date,planned,emergency,total,emergency_kwh,soc_start,soc_end
2025-02-01,21641.91041126656,0.0,21641.91041126656,0.0,10800.0,10800.0
2025-02-02,55462.09303055555,0.0,55462.09303055555,0.0,10800.0,10800.0
2025-02-03,53963.04839803796,864.5560429440045,54827.60444098196,123.93291900000065,10800.0,10800.0
2025-02-04,54551.00632384147,4008.725066224047,58559.73139006552,576.6939698333401,10800.0,10682.622908148147
2025-02-05,53611.88949553302,2438.0495357786344,56049.93903131165,354.36334741666207,10682.622908148147,10730.220338425926
2025-02-06,54594.70246763488,260.6683929250004,54855.37086055988,44.75745000000006,10730.220338425926,10800.0
2025-02-07,20698.43866574842,647.0812044761764,21345.519870224598,134.62346400000195,10800.0,10744.255949999999
2025-02-08,18915.805555830833,1302.0254466054976,20217.83100243633,243.7202159999994,10744.255949999999,10645.240709999998
2025-02-09,50829.697243112605,14032.600259283543,64862.29750239615,2215.7800074166666,10645.240709999998,10523.18529
2025-02-10,51825.598931722954,595.6765897869983,52421.27552150995,129.8426089999996,10523.18529,10296.191625
2025-02-11,50512.85539041292,2623.4013815066623,53136.25677191959,424.5924649999994,10296.191625,10216.770689999998
2025-02-12,49873.47876031387,5281.8821040517105,55155.360864365575,807.5820475000063,10216.770689999998,10138.580309999998
2025-02-13,49316.88038675293,1631.3506000330456,50948.23098678597,257.8758461666673,10138.580309999998,10098.172702499998
2025-02-14,18228.22288483279,3976.233595500094,22204.456480332883,697.777002500002,10098.172702499998,9992.988245462962
2025-02-15,17968.85034480514,4286.108655122614,22254.958999927756,797.9387486666645,9992.988245462962,9769.696197962961
2025-02-16,47474.91226583853,14155.2192858735,61630.13155171203,2448.0081266666666,9769.696197962961,9662.506527962962
2025-02-17,47145.10100395973,2455.7620828220065,49600.86308678174,356.6252345000009,9662.506527962962,9551.003531296294
2025-02-18,47060.60220025423,1825.3022735307,48885.90447378493,273.5528598333381,9551.003531296294,9494.879995555555
2025-02-19,46629.3960248454,11026.33376971311,57655.729794558516,1887.8817765000035,9494.879995555555,9166.153137129628
2025-02-20,46255.22028165964,2702.710822190236,48957.93110384988,496.1929031666647,9166.153137129628,8978.479924351848
2025-02-21,17607.08970042117,1598.7374215916755,19205.827122012844,285.7124355000021,8978.479924351848,8760.508576851847
2025-02-22,17496.252813728555,3180.1766698912616,20676.429483619817,561.7478820000031,8760.508576851847,8567.838841481476
2025-02-23,45661.2221913721,6634.800849019782,52296.02304039188,1202.8949270833336,8567.838841481476,8391.424927870365
2025-02-24,45086.91655625593,2813.1833669720254,47900.09992322796,449.6866565000036,8391.424927870365,8345.998037499996
2025-02-25,45195.03421310436,1335.8508820941597,46530.885095198515,258.0317545833325,8345.998037499996,8136.261477592587
2025-02-26,44968.5396293713,6004.306806008146,50972.84643537944,865.7120469999969,8136.261477592587,8212.0362687037
2025-02-27,44079.02434247408,6188.795077372421,50267.8194198465,1104.2449930833277,8212.0362687037,8262.097505462958
2025-02-28,16872.59903285969,1894.1159295863336,18766.71496244602,374.59218183333354,8262.097505462958,8215.98116583333
2025-03-01,16882.356265630908,2219.2032279087634,19101.559493539673,400.23446541666874,8215.98116583333,8201.052460833329
2025-03-02,43102.63076994291,38798.49253106683,81901.12330100973,5775.069924333333,8201.052460833329,8106.842601388885
2025-03-03,42987.16017851027,34136.97288297514,77124.13306148541,5552.583045999996,8106.842601388885,7994.653502499996
2025-03-04,44222.78250990972,7143.244114464603,51366.02662437432,1050.185558500003,7994.653502499996,7781.903450833328
2025-03-05,44989.22767628563,1220.6882143958335,46209.91589068146,184.24938333333338,7781.903450833328,7668.93898981481
2025-03-06,44963.640320655264,1448.4625763199972,46412.10289697526,227.28888249999954,7668.93898981481,7438.142115648145
2025-03-07,16524.12445313894,145.06011195367347,16669.18456509261,31.723235666668046,7438.142115648145,7349.254759351849
2025-03-08,15841.49859628573,2940.1933143081633,18781.691910593894,752.7905055833326,7349.254759351849,7240.6067096296265
2025-03-09,42297.99716771074,1915.3291683007528,44213.326336011494,361.0612140833333,7240.6067096296265,7192.623789999998
2025-03-10,41557.83644697711,19966.13086699499,61523.9673139721,3312.5528691666636,7192.623789999998,7168.719267685183
2025-03-11,41190.62868177621,5983.963485163171,47174.59216693938,869.2031927499943,7168.719267685183,7199.5177514814795
2025-03-12,40928.6010481357,3577.2379912167958,44505.8390393525,518.810694333328,7199.5177514814795,7009.711534629628
2025-03-13,40248.632433079954,27064.652559012902,67313.28499209286,4393.086121249996,7009.711534629628,6930.931223240738
2025-03-14,15031.70772735776,3212.8987571320426,18244.606484489803,737.3118712500004,6930.931223240738,6887.547102592591
2025-03-15,15214.12910781951,4154.696202680568,19368.825310500077,955.382441999997,6887.547102592591,6640.108794537036
2025-03-16,39884.44351886399,10290.164143257862,50174.60766212185,1656.510692916665,6640.108794537036,6462.991321759259
2025-03-17,39576.014330118,509.29405943168985,40085.30838954969,85.70767791666997,6462.991321759259,6558.7594433333325
2025-03-18,38401.07422048493,7939.756189483876,46340.83040996881,1527.3455563333268,6558.7594433333325,6380.850753518518
2025-03-19,38528.911210459555,4064.210390813317,42593.12160127287,811.4836247499969,6380.850753518518,6517.063673518521
2025-03-20,38489.023974823474,16609.55913556167,55098.583110385145,2649.812268583334,6517.063673518521,6546.206705925929
2025-03-21,14632.378412227767,4199.669269892089,18832.047682119854,983.4555345833344,6546.206705925929,6384.523006111114
2025-03-22,15086.208502192036,935.1310004286626,16021.339502620698,244.76413783333228,6384.523006111114,6751.548488888888
2025-03-23,37596.10431652497,6516.755373096984,44112.85968962195,1206.3011692499963,6751.548488888888,6792.990641944442
2025-03-24,37218.85696209598,6090.37841053087,43309.23537262685,1048.961506249992,6792.990641944442,6476.089508518517
2025-03-25,36764.525662330605,19612.741537280253,56377.267199610855,3300.315134500001,6476.089508518517,6358.620782183352
2025-03-26,36665.35005160856,4147.280049534541,40812.630101143106,753.7910568333264,6358.620782183352,6183.794506535203
2025-03-27,36752.80336893662,10869.12721143055,47621.930580367174,1756.472524749995,6183.794506535203,5987.793476905575
2025-03-28,14279.951588229653,1621.3712350249973,15901.32282325465,420.699054166666,5987.793476905575,5968.915553942611
2025-03-29,14005.226802216832,3759.936380651988,17765.16318286882,781.1897078333311,5968.915553942611,5947.259774035204
2025-03-30,35499.07013952408,3668.232208439787,39167.30234796387,570.1551064166711,5947.259774035204,5834.23096496113
2025-03-31,34850.65931010692,17542.57900277346,52393.23831288038,2603.5364429845645,5834.23096496113,5964.5278077389075
2025-04-01,35332.84804767658,32004.362954907396,67337.21100258398,4735.0053939372465,5964.5278077389075,5989.360904868537
2025-04-02,34979.43784743034,34387.908518757,69367.34636618734,5629.320473416659,5989.360904868537,5933.96452857224
2025-04-03,35260.72174958605,7389.362234902417,42650.08398448847,1226.1707449166659,5933.96452857224,5934.532458664833
2025-04-04,13769.935116149167,1820.8172653389852,15590.752381488152,451.9542169999964,5934.532458664833,6042.293621905572
2025-04-05,13911.83292217243,998.6803503095833,14910.513272482014,233.47392908333308,6042.293621905572,5906.539514220387
2025-04-06,34795.081237970844,2849.033202308306,37644.11444027915,437.9832748405325,5906.539514220387,5946.544471164831
2025-04-07,34324.57834028104,0.0,34324.57834028104,0.0,5946.544471164831,5734.814159405572
2025-04-08,34756.21939600096,6875.809341557362,41632.02873755832,1138.9160339999912,5734.814159405572,5544.820420238906
2025-04-09,34441.710057399054,32271.01939092554,66712.7294483246,4849.9832060421795,5544.820420238906,5411.6175141277945
2025-04-10,34558.249635495784,8758.565341610994,43316.81497710678,1372.364515333331,5411.6175141277945,5535.669200701867
2025-04-11,13328.67894783919,1089.3318214688406,14418.01076930803,265.4912398333351,5535.669200701867,5400.209732461126
2025-04-12,13613.87201280031,0.0,13613.87201280031,0.0,5400.209732461126,5546.986921627792
2025-04-13,33917.99658839431,9657.397701331709,43575.39428972601,1431.527754083333,5546.986921627792,5597.954576257422
2025-04-14,33555.24970255015,1340.6627963873393,34895.91249893749,195.79821650000088,5597.954576257422,5635.68437551668
2025-04-15,33981.525490149565,1099.4221556091773,35080.947645758744,174.9568951666683,5635.68437551668,5794.786539035198
2025-04-16,33732.42689283054,18913.28393249181,52645.71082532235,2810.8373695627574,5794.786539035198,5676.2490931092725
2025-04-17,33590.69051730015,5278.747352217482,38869.437869517635,757.4832149999975,5676.2490931092725,5692.570772183346
2025-04-18,13061.175123698249,432.5286349939083,13493.703758692158,105.675856749998,5692.570772183346,5912.953624775943
2025-04-19,12663.322311283919,1715.5013342668412,14378.82364555076,419.2333801666685,5912.953624775943,5956.051084498161
2025-04-20,32748.380925741592,6604.669807144126,39353.05073288572,960.5498580000054,5956.051084498161,5935.8838204240865
2025-04-21,32934.46196347267,223.59799531532423,33158.05995878799,47.79667508333132,5935.8838204240865,5815.039573479643
2025-04-22,32379.75768030124,11103.655554257899,43483.41323455914,1638.4586130833309,5815.039573479643,5545.401324220384
2025-04-23,32754.904850639752,1486.481315553007,34241.38616619276,218.91861602986532,5545.401324220384,5628.456083016679
2025-04-24,32110.57219573114,1142.8916597375282,33253.46385546867,193.4780087499981,5628.456083016679,5546.3477711648275
2025-04-25,12035.891403936392,864.346249046856,12900.237652983247,175.12840624999615,5546.3477711648275,5327.4140557944565
2025-04-26,12020.78368996016,2657.266996840842,14678.050686801002,536.7093167499945,5327.4140557944565,5168.740129775938
2025-04-27,30412.72673230574,12147.000552423198,42559.727284728935,1809.8079359166725,5168.740129775938,5121.195561998159
2025-04-28,31204.78590991621,47207.9486045729,78412.7345144891,7195.505922250004,5121.195561998159,5213.998070794454
2025-04-29,31245.629974201074,9385.268244978446,40630.89821917952,1366.583012249998,5213.998070794454,5517.803297275936
2025-04-30,31147.579380602387,874.8359756323197,32022.415356234706,166.56408649999798,5517.803297275936,5457.112663479638
2025-05-01,30898.736766215527,21902.34451375998,52801.08127997551,3576.9677084999976,5457.112663479638,4583.04119283149
2025-05-02,12238.909350140104,17551.648645830734,29790.557995970838,3189.911855083329,4583.04119283149,3944.6147849611184
2025-05-03,12277.667738994067,12678.92542821767,24956.593167211737,2332.6043851666673,3944.6147849611184,3555.557557831489
2025-05-04,31864.204451984402,11474.965021005275,43339.16947298968,1843.5306297150169,3555.557557831489,2956.3208671296297
2025-05-05,31908.900935576017,29150.599373877078,61059.5003094531,4547.004786416665,2956.3208671296297,2318.964380925926
2025-05-06,31383.969809722632,20703.458469920468,52087.4282796431,3532.808215500001,2318.964380925926,1567.2429838888886
2025-05-07,31718.867006286913,32630.59078914007,64349.457795426984,5098.572973499998,1567.2429838888886,1240.8009599999998
2025-05-08,34825.17109961887,19677.200904053978,54502.37200367285,2912.048099500009,1240.8009599999998,1431.8956859259256
2025-05-09,14424.99112696859,1593.1994829039959,16018.190609872587,329.98814349999964,1431.8956859259256,1922.266322685185
2025-05-10,14462.017692071591,0.0,14462.017692071591,0.0,1922.266322685185,1863.963961481477
2025-05-11,35224.829307694694,10631.95503797754,45856.78434567223,1549.1184624166663,1863.963961481477,2048.158423518514
2025-05-12,35144.29866403196,2327.674767030961,37471.97343106292,346.04195391666104,2048.158423518514,2328.587157592589
2025-05-13,35305.3903616982,911.0649457434943,36216.45530744169,140.70591524999918,2328.587157592589,2786.3630462037004
2025-05-14,35417.74304939689,0.0,35417.74304939689,0.0,2786.3630462037004,2963.7167901851803
2025-05-15,34885.42024216208,3377.4568670644708,38262.87710922655,520.6421769999957,2963.7167901851803,3153.5857051851813
2025-05-16,13771.575541189279,0.0,13771.575541189279,0.0,3153.5857051851813,2717.1656123148105
2025-05-17,13880.473165946223,3710.085713757153,17590.558879703378,587.3548549999982,2717.1656123148105,2840.1756280555514
2025-05-18,34433.37743453578,7536.4576170280225,41969.8350515638,1106.6938003333366,2840.1756280555514,2917.6911285185142
2025-05-19,33889.86031883342,1417.404716049713,35307.26503488313,221.30954858333394,2917.6911285185142,2894.6514303703666
2025-05-20,33535.35333049517,16749.60068105643,50284.9540115516,2463.765761249995,2894.6514303703666,2673.9013423148112
2025-05-21,33638.5121516646,7713.571147344021,41352.08329900862,1149.156467000003,2673.9013423148112,2602.7665750925894
2025-05-22,32861.553716131835,5508.654830162588,38370.20854629442,789.7433751666554,2602.7665750925894,2963.28954583333
2025-05-23,13420.634718103302,3006.5240308004827,16427.158748903785,613.4248508333305,2963.28954583333,3465.547122870368
2025-05-24,14015.565120517149,319.56167917874734,14335.126799695896,74.79315749999938,3465.547122870368,3863.86216268518
2025-05-25,33176.55118924295,2886.0431994133214,36062.594388656275,454.2017383333316,3863.86216268518,4040.7054000925873
2025-05-26,32760.341739572996,28482.66045884519,61243.00219841818,4298.885980416662,4040.7054000925873,4075.7627474999954
2025-05-27,33384.97393348745,0.0,33384.97393348745,0.0,4075.7627474999954,4173.618926666661
2025-05-28,32844.823321768796,15488.112312069592,48332.93563383839,2309.4825534166685,4173.618926666661,4483.055793240735
2025-05-29,32466.720620439442,27808.82276847266,60275.543388912105,4259.151348249998,4483.055793240735,4471.6571640740685
2025-05-30,13415.309895085233,2638.0887032249834,16053.398598310216,418.50332499999746,4471.6571640740685,4504.342846944439
2025-05-31,13587.720625602175,2216.4421909774405,15804.162816579616,515.4783801666707,4504.342846944439,4639.935791111106
2025-06-01,33654.73475644321,95469.41174562748,129124.1465020707,16444.287998499996,4639.935791111106,3268.9345837036976
2025-06-02,34207.50723877592,85799.40831102798,120006.9155498039,13681.026156698563,3268.9345837036976,2007.2295155555494
2025-06-03,34597.6001805495,80320.34312538376,114917.94330593327,12877.285423749998,2007.2295155555494,1200.0
2025-06-04,36028.9185693749,75517.36715318963,111546.28572256453,12404.832863728392,1200.0,1200.0
2025-06-05,37709.931452463235,69726.92628657357,107436.8577390368,11925.798941089512,1200.0,1200.0
2025-06-06,13781.18617623361,44146.361839554826,57927.54801578844,8604.212117166664,1200.0,1200.0
2025-06-07,14336.681657063238,33740.60227042429,48077.28392748753,6590.286124,1200.0,1205.754
2025-06-08,47654.118719609854,200.79919781666786,47854.91791742652,29.734350000000177,1205.754,1545.8005226851863
2025-06-09,46657.27252587411,5001.097439750632,51658.36996562474,723.5618714999949,1545.8005226851863,1897.4431216666676
2025-06-10,46883.15769375515,2307.066420161451,49190.2241139166,357.22806983332634,1897.4431216666676,1993.6779140740746
2025-06-11,47577.33763753264,25831.790235359,73409.12787289164,4385.552769333332,1993.6779140740746,2232.947138611111
2025-06-12,48719.46344800862,2971.1823089718473,51690.64575698046,446.7972990833353,2232.947138611111,2585.8585949999997
2025-06-13,20305.952688946723,0.0,20305.952688946723,0.0,2585.8585949999997,3158.1890358333294
2025-06-14,20492.332822221048,0.0,20492.332822221048,0.0,3158.1890358333294,3560.5435740740663
2025-06-15,48376.6733325395,474.6298305374987,48851.303163077006,69.72129999999981,3560.5435740740663,4388.289301944438
2025-06-16,48759.896578029846,947.8007707603083,49707.697348790156,182.91649258333666,4388.289301944438,4922.042275586416
2025-06-17,48222.95573435163,10954.249324775708,59177.20505912734,1594.5934460833332,4922.042275586416,5082.468074197524
2025-06-18,49163.76945284166,487.9442928333326,49651.71374567499,72.36216666666655,5082.468074197524,5673.876759475301
2025-06-19,48603.59592702756,725.7645198416649,49329.36044686923,107.78401666666639,5673.876759475301,5954.416225679005
2025-06-20,19810.753872070534,0.0,19810.753872070534,0.0,5954.416225679005,6445.075211141967
2025-06-21,20028.33093737578,357.4303976166652,20385.761334992447,88.5664666666663,6445.075211141967,7491.375081666665
2025-06-22,46760.96940978458,565.6215584958336,47326.59096828041,83.41050833333338,7491.375081666665,7806.03890111111
2025-06-23,46502.235496362075,344.31499130299954,46846.550487665074,50.12607174999994,7806.03890111111,7738.217609629629
2025-06-24,45814.351613724444,38130.12090720836,83944.4725209328,6441.667082333339,7738.217609629629,7879.183549999999
2025-06-25,45710.650426116714,7641.391990782476,53352.04241689919,1199.0003599999955,7879.183549999999,7943.373519074072
2025-06-26,46229.87530946484,2107.2304105624953,48337.105720027335,406.03058333333246,7943.373519074072,8162.010779814814
2025-06-27,18678.83879600169,261.3894688608222,18940.228264862515,65.2226129166639,8162.010779814814,8552.621741666666
2025-06-28,18559.102968453,0.0,18559.102968453,0.0,8552.621741666666,8504.693645092597
2025-06-29,45050.2125267775,3158.8058740118922,48209.01840078939,523.0357739999965,8504.693645092597,8573.269861481484
2025-06-30,45570.33860128628,2451.139170938707,48021.47777222499,409.68194638580616,8573.269861481484,8383.733754166667
2025-07-01,46160.66477306641,40186.3375901863,86347.00236325272,6822.762432833328,8383.733754166667,7105.291302777779
2025-07-02,44572.87152283205,32550.223954255183,77123.09547708723,5358.5109856666695,7105.291302777779,5740.288030833334
2025-07-03,44183.23532737016,62378.17373267319,106561.40906004334,10329.503397333321,5740.288030833334,4440.200613559671
2025-07-04,17598.117080564727,37291.81214532818,54889.929225892905,8071.5864995833335,4440.200613559671,2862.50753207819
2025-07-05,17424.357342597083,41368.60433191723,58792.961674514314,8503.494324364652,2862.50753207819,1507.9911058744858
2025-07-06,42164.22934161016,86322.11246868735,128486.34181029751,14425.183692212962,1507.9911058744858,1200.0
2025-07-07,41349.01025026055,54937.07235883028,96286.08260909084,9541.980542583333,1200.0,1222.1385
2025-07-08,51389.87923182464,4961.124287591682,56351.00351941632,715.2450145833357,1222.1385,1506.1765674074072
2025-07-09,50930.45297709065,608.5351796249994,51538.98815671565,90.24274166666657,1506.1765674074072,1831.2811422222248
2025-07-10,51871.11721667014,812.5066522583348,52683.62386892848,120.55192500000021,1831.2811422222248,2238.258155462967
2025-07-11,25390.319521491994,512.475492256501,25902.795013748495,131.2487519166669,2238.258155462967,2955.2603484259303
2025-07-12,25250.52697454281,0.0,25250.52697454281,0.0,2955.2603484259303,3228.6685007407414
2025-07-13,51655.579425395284,941.8961288749999,52597.475554270284,139.88378333333333,3228.6685007407414,3784.221375925926
2025-07-14,50559.13348070544,1519.724949914174,52078.85843061961,226.33247250000107,3784.221375925926,4019.7263087962956
2025-07-15,50550.27655642505,134.56792385416622,50684.844480279215,20.017541666666602,4019.7263087962956,4736.959887500003
2025-07-16,49763.249558495336,1301.6957192366415,51064.945277731975,188.98640541666305,4736.959887500003,5045.032680555559
