date,planned,emergency,total,emergency_kwh,soc_start,soc_end
2025-02-01,24356.722374623703,0.0,24356.722374623703,0.0,10800.0,10800.0
2025-02-02,60600.65429436777,0.0,60600.65429436777,0.0,10800.0,10800.0
2025-02-03,57338.459976458325,0.0,57338.459976458325,0.0,10800.0,10800.0
2025-02-04,59003.26195474999,0.0,59003.26195474999,0.0,10800.0,10800.0
2025-02-05,55132.159792326296,704.4487173336554,55836.60850965995,149.29055599999774,10800.0,10800.0
2025-02-06,57691.615741534246,0.0,57691.615741534246,0.0,10800.0,10800.0
2025-02-07,23185.455526348702,0.0,23185.455526348702,0.0,10800.0,10800.0
2025-02-08,21136.353992416665,0.0,21136.353992416665,0.0,10800.0,10800.0
2025-02-09,53088.95143720851,871.066897845619,53960.01833505413,128.49051816667185,10800.0,10742.87415
2025-02-10,54190.63996031166,0.0,54190.63996031166,0.0,10742.87415,10800.0
2025-02-11,55603.96487182833,160.699500376574,55764.664372204905,29.312448166665423,10800.0,10800.0
2025-02-12,54902.945752035,0.0,54902.945752035,0.0,10800.0,10800.0
2025-02-13,54600.949104495725,0.0,54600.949104495725,0.0,10800.0,10800.0
2025-02-14,20637.13863093253,0.0,20637.13863093253,0.0,10800.0,10800.0
2025-02-15,20314.97006677933,0.0,20314.97006677933,0.0,10800.0,10800.0
2025-02-16,53740.72008965481,87.1305074999999,53827.85059715481,19.151666666666642,10800.0,10800.0
2025-02-17,49886.286707060055,0.0,49886.286707060055,0.0,10800.0,10800.0
2025-02-18,50407.47487063293,26.53116750000018,50434.006038132924,5.831666666666706,10800.0,10800.0
2025-02-19,51145.88152635005,0.0,51145.88152635005,0.0,10800.0,10800.0
2025-02-20,48019.03584460166,1593.4183681280456,49612.45421272971,339.1356230833341,10800.0,10800.0
2025-02-21,19956.43920881475,0.0,19956.43920881475,0.0,10800.0,10800.0
2025-02-22,19774.537790764996,0.0,19774.537790764996,0.0,10800.0,10800.0
2025-02-23,51084.527450761656,35.83283420000037,51120.36028496166,7.650050000000078,10800.0,10800.0
2025-02-24,47557.853299246184,198.37795371666658,47756.231252962854,44.057866666666655,10800.0,10800.0
2025-02-25,48241.66043984662,93.59721416666669,48335.25765401329,21.37166666666667,10800.0,10800.0
2025-02-26,49242.02921498209,0.0,49242.02921498209,0.0,10800.0,10800.0
2025-02-27,47805.48103007119,0.0,47805.48103007119,0.0,10800.0,10800.0
2025-02-28,18737.962565525,0.0,18737.962565525,0.0,10800.0,10800.0
2025-03-01,19125.108560975,0.0,19125.108560975,0.0,10800.0,10800.0
2025-03-02,48162.49340090368,9518.939116129219,57681.432517032896,1395.942559833329,10800.0,10800.0
2025-03-03,46148.39004208257,15405.338118862519,61553.72816094509,2558.602275500004,10800.0,10800.0
2025-03-04,45843.74838622308,1447.214952476506,47290.963338699585,257.7530385,10800.0,10800.0
2025-03-05,47921.64386886575,0.0,47921.64386886575,0.0,10800.0,10800.0
2025-03-06,47381.82945525827,0.0,47381.82945525827,0.0,10800.0,10800.0
2025-03-07,18401.63639420333,0.0,18401.63639420333,0.0,10800.0,10800.0
2025-03-08,18018.739676267167,0.0,18018.739676267167,0.0,10800.0,10800.0
2025-03-09,49633.107512177405,0.0,49633.107512177405,0.0,10800.0,10800.0
2025-03-10,49267.695686169114,0.0,49267.695686169114,0.0,10800.0,10800.0
2025-03-11,46894.114632706565,0.0,46894.114632706565,0.0,10800.0,10800.0
2025-03-12,44031.016167722555,512.9903589120121,44544.00652663457,73.53646200000173,10800.0,10800.0
2025-03-13,44702.943692029454,1421.397047153835,46124.34073918329,280.8516423333347,10800.0,10800.0
2025-03-14,17297.481526516665,0.0,17297.481526516665,0.0,10800.0,10800.0
2025-03-15,17406.397749518335,0.0,17406.397749518335,0.0,10800.0,10800.0
2025-03-16,43660.87473079252,7.461180000000455,43668.33591079252,1.6400000000001,10800.0,10800.0
2025-03-17,46763.50766927042,0.0,46763.50766927042,0.0,10800.0,10800.0
2025-03-18,44048.02432896425,166.14300433407806,44214.167333298334,33.305202833332274,10800.0,10800.0
2025-03-19,42408.032026781904,0.0,42408.032026781904,0.0,10800.0,10800.0
2025-03-20,46179.685174905,0.0,46179.685174905,0.0,10800.0,10800.0
2025-03-21,16611.324896758335,0.0,16611.324896758335,0.0,10800.0,10800.0
2025-03-22,16933.766372781665,0.0,16933.766372781665,0.0,10800.0,10800.0
2025-03-23,42767.59129333816,329.99971910166107,43097.59101243982,48.41571416666595,10800.0,10800.0
2025-03-24,39311.59199819851,2376.4351334333264,41688.02713163184,477.0800166666655,10800.0,10800.0
2025-03-25,42176.028110200175,0.0,42176.028110200175,0.0,10800.0,10772.487726666668
2025-03-26,40536.07105459222,0.0,40536.07105459222,0.0,10772.487726666668,10800.0
2025-03-27,43009.16383968901,0.0,43009.16383968901,0.0,10800.0,10800.0
2025-03-28,16186.264410973332,0.0,16186.264410973332,0.0,10800.0,10800.0
2025-03-29,16131.133605528335,0.0,16131.133605528335,0.0,10800.0,10800.0
2025-03-30,39638.743981956664,0.0,39638.743981956664,0.0,10800.0,10800.0
2025-03-31,39635.75613983102,0.0,39635.75613983102,0.0,10800.0,10800.0
2025-04-01,41338.07931079135,0.0,41338.07931079135,0.0,10800.0,10800.0
2025-04-02,37777.74038411919,11946.619565168254,49724.35994928745,2039.5654415000004,10800.0,10800.0
2025-04-03,41032.031259893076,0.0,41032.031259893076,0.0,10800.0,10800.0
2025-04-04,15758.199672414998,0.0,15758.199672414998,0.0,10800.0,10800.0
2025-04-05,15942.048709013332,0.0,15942.048709013332,0.0,10800.0,10800.0
2025-04-06,39672.25707711874,0.0,39672.25707711874,0.0,10800.0,10800.0
2025-04-07,39756.78353308434,0.0,39756.78353308434,0.0,10800.0,10800.0
2025-04-08,41210.9197945589,0.0,41210.9197945589,0.0,10800.0,10800.0
2025-04-09,40839.989605094685,4250.448216406686,45090.43782150137,611.1047150000029,10800.0,10800.0
2025-04-10,38849.24248499592,0.0,38849.24248499592,0.0,10800.0,10800.0
2025-04-11,15110.60166524833,0.0,15110.60166524833,0.0,10800.0,10800.0
2025-04-12,15487.334850101668,0.0,15487.334850101668,0.0,10800.0,10800.0
2025-04-13,37945.699188760984,0.0,37945.699188760984,0.0,10800.0,10800.0
2025-04-14,36910.445957849064,0.0,36910.445957849064,0.0,10800.0,10800.0
2025-04-15,38560.7176479503,0.0,38560.7176479503,0.0,10800.0,10800.0
2025-04-16,40352.76965150326,0.0,40352.76965150326,0.0,10800.0,10800.0
2025-04-17,38193.397565190244,0.0,38193.397565190244,0.0,10800.0,10800.0
2025-04-18,14884.425607548335,0.0,14884.425607548335,0.0,10800.0,10800.0
2025-04-19,14391.716393441668,0.0,14391.716393441668,0.0,10800.0,10800.0
2025-04-20,38057.96051116561,0.0,38057.96051116561,0.0,10800.0,10800.0
2025-04-21,36832.745852637774,0.0,36832.745852637774,0.0,10800.0,10800.0
2025-04-22,35869.85778115056,0.0,35869.85778115056,0.0,10800.0,10800.0
2025-04-23,37833.393878714814,0.0,37833.393878714814,0.0,10800.0,10800.0
2025-04-24,36810.76703682389,0.0,36810.76703682389,0.0,10800.0,10800.0
2025-04-25,14054.403034325,0.0,14054.403034325,0.0,10800.0,10800.0
2025-04-26,13906.306313369336,0.0,13906.306313369336,0.0,10800.0,10800.0
2025-04-27,36097.599979403225,0.0,36097.599979403225,0.0,10800.0,10800.0
2025-04-28,34298.00915367028,23172.102103721598,57470.11125739188,3422.2985975987635,10800.0,10800.0
2025-04-29,37137.81164319475,3013.0007940799537,40150.812437274704,431.90951749999334,10800.0,10800.0
2025-04-30,35687.38927806253,0.0,35687.38927806253,0.0,10800.0,10800.0
2025-05-01,33774.80179483333,13113.575223041633,46888.37701787496,1985.2230333333282,10800.0,10250.52192
2025-05-02,13901.594452588197,11043.805578325015,24945.40003091321,1757.383450000002,10250.52192,9942.023879999997
2025-05-03,14658.1643983698,4739.490056166984,19397.654454536783,881.3964423333307,9942.023879999997,9863.672099999998
2025-05-04,36981.08355159561,3885.6302289583277,40866.71378055394,650.1785666666658,9863.672099999998,9690.678874259256
2025-05-05,42837.13321739446,3141.076456799996,45978.209674194455,450.2689874999994,9690.678874259256,9719.720906851848
2025-05-06,36721.15190191693,2126.613361464247,38847.765263381174,350.70694083333296,9719.720906851848,9327.162502037034
2025-05-07,36260.64049103625,14986.204001500018,51246.844492536264,2199.6905355000026,9327.162502037034,9346.125706111108
2025-05-08,39842.16732255488,243.2289326250005,40085.39625517988,35.999250000000075,9346.125706111108,10556.9345737037
2025-05-09,18912.21128524786,0.0,18912.21128524786,0.0,10556.9345737037,10800.0
2025-05-10,17468.139507350003,0.0,17468.139507350003,0.0,10800.0,10800.0
2025-05-11,39106.29680540722,246.40325470833312,39352.70006011555,36.57561666666663,10800.0,10800.0
2025-05-12,41218.71288688331,0.0,41218.71288688331,0.0,10800.0,10800.0
2025-05-13,39273.61770163,0.0,39273.61770163,0.0,10800.0,10800.0
2025-05-14,41215.435444587405,0.0,41215.435444587405,0.0,10800.0,10800.0
2025-05-15,40600.527847106074,0.0,40600.527847106074,0.0,10800.0,10800.0
2025-05-16,16248.344772908333,0.0,16248.344772908333,0.0,10800.0,10800.0
2025-05-17,16395.67441619333,0.0,16395.67441619333,0.0,10800.0,10800.0
2025-05-18,40037.94491707123,0.0,40037.94491707123,0.0,10800.0,10800.0
2025-05-19,38421.327640141106,451.90398166666745,38873.231621807776,67.00333333333344,10800.0,10800.0
2025-05-20,38703.32116841493,0.0,38703.32116841493,0.0,10800.0,10800.0
